trip_id,route_id,stop_id,arrival_delay,departure_delay,event_ts
6429219-15_R_99_1506_17:16-SETP2025-15-Semaine-11,15,887,0,0,1970-01-01 01:00:00
6429219-15_R_99_1506_17:16-SETP2025-15-Semaine-11,15,769,0,0,1970-01-01 01:00:00
6429219-15_R_99_1506_17:16-SETP2025-15-Semaine-11,15,704,0,0,1970-01-01 01:00:00
6429219-15_R_99_1506_17:16-SETP2025-15-Semaine-11,15,1181,0,0,1970-01-01 01:00:00
6429219-15_R_99_1506_17:16-SETP2025-15-Semaine-11,15,1020,0,0,1970-01-01 01:00:00
6429219-15_R_99_1506_17:16-SETP2025-15-Semaine-11,15,498,0,0,1970-01-01 01:00:00
6429219-15_R_99_1506_17:16-SETP2025-15-Semaine-11,15,179,0,0,1970-01-01 01:00:00
6429219-15_R_99_1506_17:16-SETP2025-15-Semaine-11,15,2581,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21642,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21206,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21207,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21208,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21209,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21506,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,6020,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,6173,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21736,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,2907,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21566,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21567,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21568,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21569,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21570,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21571,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21572,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21573,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21574,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21575,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21577,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21578,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21579,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21580,0,0,1970-01-01 01:00:00
5203715-68_A_50_6805_18:00-PROJET2024-68-Semaine-15,68,21581,0,0,1970-01-01 01:00:00
